NPI,LOT_TYPE,LOT,COMMIT,OPERATION,OPER_SHORT,OPER_LONG,OUT_DATE,ORDER,LAYER,PLAN,SCALED_OUT_DATE,SCALED_PLAN
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,241839,L #8BM1t S,L #P1278 t BM1 SED (BM0),,71,BM1,2025-11-08 00:49:26.714285712,,141.8690476190476
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,268210,L #8bBV1dS,L #P1278 d BV1 SED (BM1),,72,BV1,2025-11-09 17:40:52.428571431,,143.5714285714286
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,255488,L #8BM2bF,L #P1278b NRW BM2 SED FSM (BM1),,73,BM2,2025-11-11 10:32:18.142857140,,145.2738095238095
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,255437,L #8BV2bF,L #P1278b NRW BV2 SED FSM (BM2),,74,BV2,2025-11-13 03:23:43.857142859,,146.9761904761905
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,255309,L #8bBM3GS,L #P1278B BM3 MGP SED (BM2),,75,BM3,2025-11-14 20:15:09.571428568,,148.6785714285714
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,255438,L #8BV3bF,L #P1278b NRW BV3 SED FSM (BM3),,76,BV3,2025-11-16 13:06:35.285714287,,150.3809523809524
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,255308,L #8BM4bGS,L #P1278.1 BM4 MGP Narrow SED (BM3),,77,BM4,2025-11-18 05:58:00.999999997,,152.0833333333333
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,264467,L #8BAVf10,L #P1278.1 BAV f SED10 (BM4),,78,BAV,2025-11-19 22:49:26.714285715,,153.7857142857143
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,267014,L #8 BC1dS,L #P1278 d BC1 Narrow SED (BAV),,79,BC1,2025-11-21 15:40:52.428571425,,155.48809523809518
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,267015,L #8 BC2dS,L #P1278 d BC2 Narrow SED (BAV),,80,BC2,2025-11-23 08:32:18.142857143,,157.1904761904762
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,267016,L #8 BC3dS,L #P1278 d BC3 Narrow SED (BAV),,81,BC3,2025-11-25 01:23:43.857142853,,158.89285714285708
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,255439,L #8BV4bF,L #P1278b NRW BV4  SED FSM (BM4),,82,BV4,2025-11-26 18:15:09.571428571,,160.5952380952381
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,217326,L #81BM5bt,L #P1278.1 BM5 b SED thk res (BM4),,83,BM5,2025-11-28 11:06:35.285714281,,162.29761904761898
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,231725,L #81BLVbS,L #P1278.1 BLV b SED (BM5),,84,BLV,2025-11-30 03:58:01.000000000,,164.0
